id,budget,revenue,popularity,vote_average,release_year,genres
157547,5000000,44030246,1.227417,6.2,2013,Horror
57201,255000000,89289910,1.21451,6.0,2013,Action
82682,60000000,105200903,1.212556,6.1,2013,Crime
109431,35000000,173965010,1.200825,5.6,2013,Comedy
76640,30000000,0,1.191537,5.7,2013,Action
86825,12000000,12077441,1.188033,6.3,2013,Drama
157370,1030064,0,1.138355,6.7,2013,Drama
152747,9000000,6108720,1.134425,6.5,2013,Action
76617,20000000,47241945,1.120621,5.4,2013,Horror
157386,2500000,6854611,1.116296,6.8,2013,Comedy
68727,20000000,24261569,1.114792,6.4,2013,Thriller
109443,50000000,173649015,1.108437,6.0,2013,Comedy
238302,7500000,0,1.099023,5.2,2013,Animation
68728,200000000,491868548,1.094958,5.6,2013,Fantasy
77950,135000000,282570682,1.089268,6.1,2013,Animation
136418,20000000,8352885,1.078745,5.7,2013,Action
134374,25000000,86175291,1.07557,6.1,2013,Thriller
167032,0,0,1.072862,5.4,2013,Horror
146223,0,5750401,1.06823,5.7,2013,Mystery
72710,44000000,63327201,1.06549,6.0,2013,Action
87516,30000000,4861022,1.064357,6.0,2013,Drama
130150,18000000,20275812,1.055997,6.6,2013,Drama
132232,15000000,146497771,1.054366,6.0,2013,Horror
178809,16000000,0,1.049952,5.2,2013,Action
169881,32000000,57284237,1.047604,7.2,2013,Adventure
144340,13000000,18000000,1.047374,5.4,2013,Comedy
251783,0,0,1.03439,4.3,2013,Drama
132363,25000000,115922175,1.031715,7.2,2013,Drama
87818,6000000,32438988,1.020237,4.4,2013,Comedy
107811,13000000,48065672,1.010837,5.7,2013,Comedy
68179,40000000,74597643,1.002527,5.8,2013,Animation
64807,40000000,44907260,0.983805,6.0,2013,Comedy
205601,10900000,16505460,0.976612,7.1,2013,Drama
230222,0,0,0.971052,5.5,2013,Animation
106747,12000000,15008161,0.968034,5.2,2013,Action
112949,28000000,97594140,0.96795,6.8,2013,Romance
174772,125687,0,0.964707,6.1,2013,Science Fiction
168676,0,0,0.942674,5.3,2013,War
209403,9500000,7800000,0.941711,6.2,2013,Comedy
96936,15000000,19145732,0.939402,5.3,2013,Drama
169209,11000000,3639345,0.937954,5.0,2013,Action
119675,23000000,15600000,0.934716,6.6,2013,Drama
109451,78000000,248384621,0.932599,6.4,2013,Animation
185567,16000000,0,0.926614,6.8,2013,Crime
160588,18000000,97505481,0.92639,6.9,2013,Comedy
192145,28000000,1021398,0.921438,5.6,2013,Drama
190847,0,0,0.916811,5.1,2013,Science Fiction
180948,0,0,0.904664,5.1,2013,Thriller
150117,0,28234657,0.902702,5.4,2013,Comedy
139038,2500000,60141683,0.892455,5.5,2013,Comedy
77987,4800000,10337387,0.890458,5.3,2013,Drama
109421,30000000,63372757,0.886993,6.3,2013,Thriller
210047,0,16971,0.879731,5.6,2013,Crime
209244,0,0,0.878843,4.9,2013,Comedy
152742,13500000,19255873,0.873688,7.7,2013,Drama
124459,30000000,27437881,0.869067,5.2,2013,Comedy
103731,10000000,21587700,0.864697,6.9,2013,Drama
227700,0,0,0.863341,6.5,2013,Thriller
253279,7000000,0,0.861368,5.7,2013,Drama
111190,16000000,318982,0.860381,6.2,2013,Drama
127560,18000000,22309223,0.859276,6.6,2013,Drama
98357,56000000,19701164,0.844466,5.7,2013,Thriller
172533,0,343341,0.835456,6.1,2013,Romance
174675,0,0,0.8323,5.7,2013,Science Fiction
215881,0,0,0.831703,6.0,2013,Thriller
77951,80000000,126546518,0.816581,5.0,2013,Animation
229407,0,0,0.813456,7.8,2013,Animation
179826,27000000,0,0.805517,6.6,2013,Mystery
123109,2900000,74918,0.799645,5.3,2013,Horror
93828,8500000,9747,0.794369,5.5,2013,Action
109491,60000000,60052138,0.787443,5.5,2013,Fantasy
199373,27220000,5496951,0.784571,6.2,2013,Thriller
77931,105000000,347434178,0.782462,5.5,2013,Fantasy
152599,16000000,5867686,0.779448,6.0,2013,Drama
109410,40000000,95020213,0.774149,6.8,2013,Drama
77805,10000000,1585582,0.765495,6.0,2013,Drama
174311,0,0,0.759606,5.2,2013,Comedy
147773,4600000,23198652,0.752327,7.1,2013,Comedy
162903,28000000,8555008,0.751379,5.6,2013,Drama
227707,25000000,6399,0.74452,5.2,2013,Fantasy
190955,25500000,2415472,0.744185,5.8,2013,Thriller
76170,120000000,415440673,0.734349,6.4,2013,Action
134411,35000000,42930462,0.733975,5.7,2013,Thriller
175574,55000000,110000000,0.732485,5.8,2013,Animation
129670,12000000,17654912,0.724877,7.3,2013,Drama
149509,0,0,0.72458,6.2,2013,Thriller
4258,20000000,78378744,0.723277,4.6,2013,Comedy
214030,0,2681345,0.72282,5.8,2013,Comedy
209247,0,64065,0.721548,6.1,2013,Comedy
100542,15600000,0,0.718403,4.5,2013,Adventure
220289,0,102617,0.71023,7.1,2013,Thriller
76544,25000000,2054941,0.707968,5.6,2013,Action
175528,8500000,22456509,0.707197,5.8,2013,Comedy
192134,0,523511,0.703657,5.9,2013,Comedy
133790,0,0,0.698299,6.1,2013,Comedy
77234,10000000,0,0.696108,5.2,2013,Action
152737,25000000,74188937,0.687654,6.8,2013,Comedy
121986,0,4069826,0.677303,7.1,2013,Comedy
216541,0,0,0.675678,3.3,2013,Action
210908,0,0,0.674516,5.0,2013,Horror
209249,0,0,0.67143,5.7,2013,Comedy
159117,0,21833,0.668508,5.7,2013,Horror
214075,0,3346257,0.662026,6.6,2013,Comedy
91745,0,1162635,0.661618,6.5,2013,Drama
313106,0,0,0.661187,8.0,2013,Science Fiction
85889,5000000,0,0.660633,6.6,2013,Crime
210024,0,0,0.646924,7.4,2013,Drama
41602,0,11650,0.643654,6.5,2013,Action
132344,3000000,11176469,0.639506,7.1,2013,Romance
156700,0,0,0.635352,7.1,2013,Comedy
115283,0,175705,0.62691,5.5,2013,Comedy
227348,5000000,86362372,0.625753,5.3,2013,Horror
227094,0,0,0.621046,6.1,2013,Horror
166271,0,0,0.610322,5.8,2013,Horror
166822,0,0,0.610073,4.7,2013,Science Fiction
108726,0,0,0.607881,5.5,2013,Action
199591,0,0,0.604804,5.8,2013,Thriller
115782,12000000,35931410,0.598453,6.0,2013,Drama
145135,3500000,25174316,0.596009,6.0,2013,Science Fiction
157360,1000000,2963902,0.592819,6.4,2013,Comedy
230896,0,0,0.590772,5.7,2013,Action
115348,35000000,13785015,0.58119,5.6,2013,Drama
209504,0,0,0.580402,5.6,2013,Action
182873,0,0,0.574723,5.2,2013,Action
77663,0,39881,0.573206,5.2,2013,Action
50275,0,34664,0.572994,6.7,2013,Documentary
160139,7700000,0,0.568314,6.4,2013,Mystery
172226,0,0,0.565529,5.3,2013,Drama
184125,0,0,0.564287,5.6,2013,Drama
80920,5000000,1189612,0.5641,4.8,2013,Horror
207768,0,809,0.557155,5.9,2013,Thriller
172803,4000000,0,0.555474,6.4,2013,Drama
198210,0,0,0.551491,5.5,2013,Horror
157354,0,17385830,0.550559,7.2,2013,Drama
229408,0,0,0.547299,7.4,2013,Comedy
152792,15000000,0,0.546177,5.6,2013,Crime
209361,0,10900434,0.544291,6.1,2013,Drama
164457,22000000,15400000,0.54416,6.4,2013,Thriller
129139,1500000,3566225,0.53635,5.6,2013,Comedy
202575,34000000,0,0.530366,6.3,2013,Family
149910,0,0,0.523153,6.3,2013,Family
201749,8200000,0,0.523119,6.7,2013,Drama
229182,0,0,0.522436,5.8,2013,Horror
82992,160000000,788679850,0.522347,6.6,2013,Action
172897,0,0,0.520694,5.1,2013,Comedy
215962,600000,0,0.517151,5.0,2013,Comedy
174682,0,0,0.515286,5.0,2013,Horror
156708,0,0,0.512422,6.0,2013,Drama
158884,100000,0,0.509519,4.3,2013,Drama
109417,20000000,16549477,0.506169,5.9,2013,Music
172520,0,0,0.50375,6.7,2013,Thriller
157115,0,0,0.489972,5.2,2013,Horror
215830,0,0,0.489233,5.8,2013,Horror
70706,0,0,0.481309,5.7,2013,Drama
145197,100000,444098,0.476673,6.5,2013,Drama
102362,0,18074539,0.475987,5.7,2013,Thriller
157058,0,0,0.473599,2.6,2013,Comedy
78383,0,10000000,0.472278,4.7,2013,Horror
174343,0,0,0.470645,5.6,2013,Comedy
110552,0,3302463,0.470299,5.1,2013,Action
201676,0,0,0.470131,7.4,2013,Animation
218329,0,0,0.469146,4.3,2013,Action
192538,0,641,0.466871,4.3,2013,History
174341,0,6420,0.466719,5.6,2013,Drama
183011,3500000,0,0.465414,7.2,2013,Fantasy
188538,0,0,0.461225,7.0,2013,TV Movie
172391,20000000,27187375,0.457857,5.8,2013,Animation
160768,10000000,30283,0.457768,4.6,2013,Drama
207021,0,0,0.456118,6.7,2013,Documentary
159932,0,18642,0.451575,5.5,2013,Drama
248688,2000000,0,0.447049,5.7,2013,Drama
174188,0,0,0.443555,4.7,2013,Comedy
175541,17500000,7018189,0.442256,6.2,2013,Drama
235093,0,0,0.440909,5.5,2013,Drama
156965,0,0,0.438324,5.2,2013,Drama
252360,3500000,0,0.434924,3.0,2013,Action
206419,0,0,0.433857,4.9,2013,Thriller
174316,0,4187,0.433434,5.3,2013,Comedy
211387,0,0,0.431837,7.5,2013,Action
214091,0,0,0.431747,5.8,2013,Drama
220286,0,0,0.431581,5.6,2013,Thriller
204435,6218100,0,0.427654,6.2,2013,Action
205321,1000000,0,0.422934,3.9,2013,TV Movie
159128,0,81381,0.422826,5.5,2013,Drama
176339,0,0,0.422634,5.9,2013,Drama
210041,0,0,0.422443,6.8,2013,Comedy
111473,0,1234254,0.420185,5.9,2013,Drama
159014,1000000,0,0.507866,7.3,2013,Documentary
224815,0,0,0.417739,4.3,2013,Thriller
151933,5200000,0,0.413748,4.7,2013,Action
211067,4000000,9221,0.412492,5.4,2013,Mystery
171776,0,0,0.410459,4.2,2013,Action
209350,0,2225098,0.570444,6.4,2013,Comedy
146381,22000000,0,0.405575,5.3,2013,Animation
175291,0,0,0.400903,6.0,2013,Comedy
199420,5000000,0,0.39621,5.6,2013,Action
152748,0,1031243,0.393664,5.8,2013,Western
158916,7000000,6147,0.387592,5.7,2013,Western
168903,0,0,0.386362,5.4,2013,Animation
229749,0,0,0.38618,6.4,2013,Drama
157375,0,0,0.386062,5.2,2013,Drama
152745,0,0,0.384925,5.9,2013,Drama
114779,0,0,0.383921,5.8,2013,Comedy
199753,0,0,0.292658,4.8,2013,Animation
195269,4000000,0,0.383637,5.6,2013,Action
152795,0,455815,0.38246,6.2,2013,Drama
152259,10000000,1034589,0.381676,5.4,2013,Thriller
214093,0,0,0.380585,5.4,2013,Thriller
159095,0,0,0.380197,5.2,2013,Thriller
161321,0,0,0.3795,4.7,2013,Thriller
209271,0,0,0.376959,5.0,2013,Drama
239471,0,0,0.374148,6.9,2013,Crime
222461,0,0,0.373514,5.4,2013,Horror
191820,0,11294,0.370238,5.0,2013,Drama
152736,0,0,0.369478,5.0,2013,Crime
199534,8000000,9630444,0.364964,5.6,2013,Horror
253617,0,0,0.364794,7.1,2013,Action
217316,0,0,0.364669,7.6,2013,Documentary
229405,0,0,0.362198,7.0,2013,Animation
156717,6500000,0,0.361298,5.3,2013,Action
193613,18000000,7972967,0.359864,6.6,2013,Music
153795,7000000,0,0.221125,5.2,2013,Comedy
252529,0,0,0.357106,4.8,2013,Thriller
170194,7000000,0,0.355905,4.5,2013,Mystery
166076,0,2915767,0.534902,6.7,2013,Animation
59981,70000000,18662027,0.354271,6.1,2013,Animation
225747,0,0,0.122342,6.3,2013,Action
60932,0,0,0.352703,4.8,2013,Fantasy
209263,0,25288872,0.425018,6.5,2013,Comedy
175555,0,0,0.349655,7.1,2013,Comedy
172828,0,19613,0.347558,5.5,2013,Comedy
104329,0,0,0.346246,6.0,2013,Action
185471,8000000,0,0.34598,4.0,2013,Action
189204,0,0,0.653031,5.4,2013,Comedy
156711,4900000,2159041,0.341686,6.6,2013,Comedy
181330,0,32230907,0.340767,7.1,2013,Documentary
74461,0,0,0.339265,5.4,2013,Adventure
97006,0,0,0.339034,6.8,2013,Drama
214210,0,0,0.105434,5.8,2013,Drama
87499,6500000,2401510,0.33771,6.3,2013,Drama
111479,0,40400,0.402249,6.2,2013,Drama
176068,0,0,0.336081,5.1,2013,Thriller
201066,0,0,0.335356,5.4,2013,Drama
146304,17000000,71625195,0.332741,7.0,2013,Comedy
255692,0,0,0.331255,3.5,2013,Action
160118,1104000,0,0.312164,6.4,2013,Drama
150202,0,0,0.536513,5.6,2013,Horror
207769,950000,0,0.328484,5.7,2013,Horror
198287,0,0,0.328471,6.3,2013,Drama
158907,0,15000,0.328451,6.2,2013,Drama
196254,0,0,0.328083,6.3,2013,Fantasy
170039,2000000,0,0.326734,5.5,2013,Documentary
159092,2500000,0,0.326562,4.4,2013,Comedy
57210,0,0,0.326279,5.4,2013,TV Movie
255718,0,0,0.322876,6.2,2013,Family
189680,0,0,0.321464,5.5,2013,Comedy
174326,0,0,0.321236,6.5,2013,Comedy
169219,0,0,0.319972,5.3,2013,Thriller
139997,0,0,0.318589,5.7,2013,Drama
158914,0,0,0.317114,5.0,2013,Comedy
217896,0,0,0.315607,3.3,2013,Thriller
197033,0,0,0.314497,6.4,2013,Comedy
87436,0,21660,0.313754,4.5,2013,Horror
214083,0,383294,0.443786,7.2,2013,Documentary
187462,0,0,0.313089,5.3,2013,Adventure
157841,33000000,9494789,0.312975,6.7,2013,Adventure
205939,0,0,0.312296,5.5,2013,Fantasy
191294,0,180590,0.311505,6.8,2013,Drama
109729,250000,56825,0.510295,4.4,2013,Thriller
122369,0,0,0.306125,4.0,2013,Horror
137563,0,125,0.305835,7.1,2013,Documentary
121677,0,519535,0.305357,6.6,2013,Thriller
157351,0,0,0.304099,6.2,2013,Drama
168399,7500000,0,0.303536,5.3,2013,Thriller
100544,12000000,0,0.346557,5.3,2013,Crime
199578,0,0,0.301709,4.2,2013,Horror
165739,83000000,0,0.299117,5.5,2013,Crime
140222,0,0,0.299109,6.1,2013,Drama
212769,15,122,0.296763,5.9,2013,Music
206213,0,0,0.296488,3.5,2013,Comedy
214086,4000000,350006,0.295687,5.8,2013,Drama
195757,0,0,0.295323,6.8,2013,Drama
159638,0,9195,0.295263,4.7,2013,Comedy
172847,0,0,0.293833,6.1,2013,Drama
183258,6000000,0,0.293332,4.4,2013,Thriller
218425,0,0,0.292394,6.4,2013,Mystery
211449,0,0,0.254394,7.2,2013,Action
185267,567000,0,0.291471,5.1,2013,Horror
143049,0,0,0.290095,6.0,2013,Comedy
180951,0,0,0.288205,6.1,2013,Drama
159008,0,0,0.284097,7.9,2013,Documentary
166879,0,7965,0.283595,6.7,2013,Romance
84191,0,8326,0.283533,5.7,2013,Drama
227425,0,0,0.28055,5.6,2013,Animation
136850,0,0,0.280426,5.7,2013,Crime
167305,0,0,0.210216,5.6,2013,Drama
204349,0,0,0.280222,4.9,2013,Horror
210910,0,0,0.27993,4.5,2013,Horror
220845,0,0,0.278764,6.0,2013,Comedy
158999,0,0,0.278117,7.9,2013,Documentary
167960,0,0,0.277797,4.3,2013,Horror
157117,0,0,0.277349,7.5,2013,Documentary
187541,0,0,0.275427,5.5,2013,Drama
238589,5000000,0,0.275012,5.0,2013,Thriller
227359,10000000,0,0.274207,5.1,2013,Action
209262,10000000,653651,0.273681,5.8,2013,History
216539,0,0,0.270803,4.2,2013,Horror
207774,0,0,0.270285,5.0,2013,Horror
229768,0,0,0.268563,6.7,2013,Documentary
128081,0,0,0.268263,5.8,2013,Action
183662,0,0,0.300184,5.5,2013,Thriller
182228,500000,0,0.265782,3.7,2013,Action
167575,0,0,0.264342,5.1,2013,Horror
72525,6000000,0,0.263125,5.6,2013,Drama
186971,0,0,0.262989,6.0,2013,Drama
227877,0,0,0.261321,4.7,2013,Thriller
205891,0,0,0.260546,4.6,2013,Drama
207780,0,0,0.258887,4.3,2013,Horror
186988,0,0,0.257366,5.0,2013,Drama
178682,0,0,0.251933,6.3,2013,Adventure
191720,0,0,0.250542,8.1,2013,Documentary
158908,0,0,0.249284,6.7,2013,Drama
162215,0,0,0.249031,6.4,2013,Drama
205724,3500000,0,0.244507,4.9,2013,Comedy
173210,0,0,0.240375,6.5,2013,Documentary
146203,5000000,15179302,0.238632,4.5,2013,Horror
156268,0,228,0.236956,3.2,2013,Comedy
159004,0,0,0.234543,7.1,2013,Documentary
228245,0,0,0.231532,5.1,2013,Thriller
127373,6000000,1066471,0.230595,7.5,2013,Drama
141733,0,0,0.230594,5.0,2013,Action
177888,0,0,0.70068,6.0,2013,Family
192136,35000000,27330000,0.229656,6.5,2013,Drama
158739,0,0,0.229398,5.3,2013,Crime
185574,0,0,0.229009,7.5,2013,Comedy
167733,0,0,0.228779,4.4,2013,Action
219247,1000000,0,0.228336,2.9,2013,Horror
231474,0,0,0.228099,4.6,2013,Adventure
205220,12000000,100129872,0.227851,7.4,2013,Drama
161143,0,0,0.226483,6.2,2013,Animation
220494,0,0,0.151378,7.0,2013,Documentary
172631,0,0,0.224882,6.2,2013,Comedy
172386,0,0,0.224842,4.9,2013,Family
191566,0,0,0.223863,5.6,2013,Comedy
217708,10,11,0.222776,6.5,2013,Drama
180679,0,0,0.222628,6.2,2013,Comedy
139519,0,0,0.220882,5.3,2013,Thriller
113148,725000,0,0.218887,6.1,2013,Comedy
254918,0,0,0.357926,6.1,2013,Drama
236028,0,0,0.21824,7.0,2013,Comedy
159138,0,0,0.218097,7.9,2013,Documentary
209799,0,0,0.217353,7.4,2013,Documentary
118289,15000000,21766271,0.457265,5.0,2013,Drama
226979,0,0,0.280992,7.1,2013,Romance
154282,0,35022,0.2162,5.4,2013,Drama
171581,0,0,0.215019,4.7,2013,Action
215814,0,0,0.213141,6.0,2013,War
221510,0,0,0.212741,6.6,2013,Family
246569,5000000,0,0.211825,7.0,2013,Family
201847,4000000,0,0.210901,4.9,2013,Thriller
224076,0,0,0.210806,5.2,2013,Action
174671,0,0,0.210766,4.0,2013,Horror
238466,0,0,0.210564,6.4,2013,Documentary
167963,0,0,0.206724,6.2,2013,Mystery
177699,0,0,0.359611,6.7,2013,Comedy
229839,0,0,0.205676,3.8,2013,Horror
244610,0,0,0.204989,5.9,2013,Horror
232175,7500000,1359910,0.384555,6.4,2013,Drama
177203,0,0,0.202551,6.5,2013,Drama
228933,0,0,0.245322,5.2,2013,Thriller
177566,50000,0,0.19911,4.0,2013,Action
209406,0,0,0.199019,6.0,2013,Romance
202141,0,0,0.198945,6.9,2013,Documentary
214081,0,0,0.198091,5.7,2013,Drama
200481,0,0,0.197857,7.8,2013,Animation
179111,0,32846,0.379547,5.8,2013,Drama
240881,0,0,0.194655,5.5,2013,Action
237710,0,0,0.194328,4.8,2013,Fantasy
173153,0,0,0.168935,5.6,2013,TV Movie
278334,0,0,0.19301,5.3,2013,Thriller
153738,0,0,0.192757,5.7,2013,Action
194101,0,0,0.192249,7.1,2013,Drama
195276,0,0,0.18767,7.0,2013,Thriller
211065,0,0,0.187127,6.1,2013,Drama
231001,0,0,0.248392,4.7,2013,Horror
197624,1000000,0,0.18384,4.1,2013,TV Movie
167179,1800000,0,0.182805,6.8,2013,Drama
200462,135000,0,0.182166,4.8,2013,Horror
121604,0,0,0.18031,5.4,2013,Drama
239459,0,0,0.17972,8.0,2013,Documentary
242458,0,0,0.179649,7.1,2013,Drama
240913,0,0,0.051172,5.7,2013,Drama
180894,0,0,0.27066,6.1,2013,Action
256742,0,0,0.065195,6.0,2013,Crime
170752,4000000,0,0.327935,4.3,2013,Comedy
146227,18000000,10501938,0.367908,5.0,2013,Action
210913,0,0,0.175029,5.4,2013,Horror
222911,0,0,0.173264,3.8,2013,Horror
216156,0,0,0.172844,7.2,2013,Drama
245169,0,0,0.131381,4.8,2013,Comedy
190754,1052753,466088,0.171647,5.9,2013,Action
214597,8000000,0,0.170939,4.4,2013,Horror
173301,0,135039,0.114529,6.5,2013,Documentary
240629,0,0,0.169539,6.6,2013,Documentary
246449,0,0,0.039128,5.2,2013,Adventure
158990,0,0,0.168658,5.9,2013,Comedy
164558,10000000,0,0.168549,8.0,2013,Documentary
284019,0,0,0.16821,5.9,2013,Action
191824,0,0,0.193823,4.5,2013,Crime
236324,0,0,0.166867,4.9,2013,Drama
212721,0,4793,0.166086,6.1,2013,Romance
226437,996519,0,0.165783,7.3,2013,Drama
248842,0,0,0.165765,5.6,2013,Romance
186997,0,52164,0.164709,5.8,2013,Documentary
159622,0,0,0.164484,6.7,2013,Documentary
241287,0,0,0.107333,8.4,2013,Music
184846,0,0,0.085656,5.7,2013,Documentary
257874,89,0,0.162886,4.8,2013,Horror
207273,0,0,0.161976,4.7,2013,Horror
157409,0,0,0.35145,5.9,2013,Comedy
192210,3000000,0,0.282226,5.9,2013,Action
192813,0,0,0.159291,4.4,2013,Action
172767,3000000,0,0.184574,3.1,2013,Action
197919,0,0,0.15234,4.9,2013,Horror
209901,3000000,1675381,0.411515,4.6,2013,Horror
161782,0,0,0.109305,2.8,2013,Thriller
209204,0,0,0.073357,5.3,2013,Documentary
216769,0,0,0.147641,6.6,2013,Adventure
199556,5000000,0,0.147531,4.4,2013,Action
191562,0,0,0.147188,5.3,2013,Comedy
164331,7000000,0,0.145455,3.6,2013,Science Fiction
153509,1000000,0,0.145114,2.9,2013,Action
160564,0,0,0.144548,5.7,2013,Comedy
202807,0,0,0.144297,7.0,2013,Music
169758,800000,0,0.044625,4.4,2013,Thriller
209355,5112027,0,0.223581,5.5,2013,Comedy
131689,800000,0,0.060833,4.2,2013,Fantasy
192345,0,0,0.14165,4.8,2013,Comedy
300302,0,0,0.075294,6.5,2013,Comedy
176570,0,0,0.14069,5.2,2013,Thriller
241958,18,0,0.139629,3.5,2013,Mystery
123107,0,0,0.139137,5.7,2013,Horror
224003,0,0,0.138833,3.9,2013,Action
220677,0,0,0.138566,2.9,2013,Horror
252990,0,0,0.138365,5.5,2013,Thriller
198677,0,0,0.071589,4.8,2013,Action
234567,0,0,0.135765,7.8,2013,Animation
72359,15,0,0.135633,6.1,2013,Comedy
159154,0,602042,0.407065,6.0,2013,Documentary
177271,0,0,0.134512,6.2,2013,Animation
159151,0,0,0.134363,6.9,2013,Documentary
218460,0,0,0.134357,2.4,2013,Crime
169865,0,0,0.134168,4.6,2013,Horror
163431,0,0,0.133374,5.6,2013,Drama
83869,0,0,0.08732,5.0,2013,Comedy
214100,0,0,0.133006,6.6,2013,Music
214096,0,0,0.131562,5.0,2013,Drama
228676,0,0,0.131175,4.0,2013,Horror
165864,4500000,0,0.129819,4.9,2013,Horror
164443,8000000,0,0.123869,5.4,2013,Comedy
186606,0,0,0.123435,4.9,2013,Comedy
197393,0,0,0.139882,7.1,2013,Music
171795,0,0,0.118314,6.1,2013,Documentary
238234,0,0,0.165605,7.6,2013,TV Movie
137968,11000000,0,0.1162,5.6,2013,Drama
159211,0,0,0.115346,4.5,2013,Horror
194722,2500000,0,0.245457,6.0,2013,Romance
226360,0,0,0.113051,6.0,2013,TV Movie
245597,0,0,0.039995,6.6,2013,Comedy
101724,0,0,0.111493,3.4,2013,Horror
184155,7720000,0,0.110783,6.8,2013,Drama
178290,0,0,0.110315,7.3,2013,Documentary
159667,0,0,0.109747,5.8,2013,Drama
195796,0,0,0.109185,4.8,2013,Horror
156713,0,0,0.106489,5.2,2013,Comedy
238407,0,0,0.043907,6.8,2013,Drama
229296,0,0,0.105401,7.5,2013,Documentary
242575,4000000,0,0.05438,8.4,2013,Drama
235662,0,0,0.099544,6.8,2013,Family
273404,0,0,0.154121,5.8,2013,Science Fiction
203696,0,0,0.098585,7.9,2013,Family
217787,3600000,0,0.097506,3.8,2013,Comedy
180314,0,0,0.096909,5.9,2013,Documentary
173847,0,0,0.096455,5.5,2013,Romance
259761,0,0,0.039953,7.1,2013,Horror
173205,0,0,0.213552,7.1,2013,Documentary
212063,0,0,0.092901,7.1,2013,Documentary
199818,0,0,0.390247,6.1,2013,Thriller
180688,0,0,0.091023,5.2,2013,Action
237305,0,342000,0.090458,6.6,2013,Comedy
201132,1000000,0,0.086723,7.1,2013,Drama
181095,1000000,0,0.085503,3.3,2013,Horror
97686,0,0,0.08482,5.9,2013,Documentary
198062,0,0,0.083891,6.6,2013,Comedy
184992,0,0,0.068614,5.4,2013,Drama
217337,0,0,0.060425,5.8,2013,Comedy
244001,0,0,0.06263,7.7,2013,Comedy
159002,0,0,0.07905,7.3,2013,Documentary
270221,232000,0,0.145356,4.0,2013,Horror
222724,0,0,0.141918,6.9,2013,Documentary
158936,0,0,0.076717,5.3,2013,Drama
176124,1200000,2861020,0.075867,6.5,2013,Drama
192133,0,97,0.075197,5.3,2013,Drama
203321,0,0,0.074251,6.0,2013,Romance
229138,0,0,0.072669,4.2,2013,Horror
174366,0,0,0.350292,7.1,2013,Documentary
215848,0,0,0.070124,6.1,2013,Comedy
159140,0,0,0.194285,7.5,2013,Documentary
185460,0,0,0.069606,5.2,2013,Adventure
191502,0,0,0.065723,6.5,2013,Documentary
159370,0,0,0.096356,6.3,2013,Science Fiction
246699,0,0,0.111367,6.7,2013,Romance
97732,0,0,0.064635,3.9,2013,Romance
191718,0,0,0.064476,5.8,2013,Romance
121573,0,0,0.064187,6.2,2013,Documentary
159012,0,0,0.080336,7.3,2013,Documentary
206284,0,0,0.31727,6.1,2013,Drama
202960,0,0,0.1635,6.1,2013,Drama
223202,0,0,0.052986,5.4,2013,Comedy
152756,0,0,0.050881,4.7,2013,Comedy
213121,0,0,0.028875,7.3,2013,Animation
167502,0,0,0.097682,7.1,2013,Documentary
209964,0,0,0.049367,5.8,2013,Drama
159024,3000000,0,0.049206,4.9,2013,Adventure
238185,0,0,0.048587,6.8,2013,Comedy
142115,0,0,0.042197,6.4,2013,Drama
173495,0,0,0.042047,5.3,2013,Documentary
159032,0,0,0.041807,6.9,2013,Music
158743,0,0,0.041774,6.1,2013,Comedy
268207,0,0,0.073295,4.6,2013,Comedy
174678,0,0,0.041543,5.0,2013,Horror
202604,0,0,0.011798,4.7,2013,Horror
116741,58000000,44000000,0.040858,6.1,2013,Comedy
201550,0,0,0.040535,6.2,2013,Drama
224087,0,0,0.035299,5.5,2013,Action
176088,0,0,0.036702,4.9,2013,Drama
172785,0,0,0.162202,4.4,2013,Comedy
142391,750,0,0.029727,4.2,2013,Thriller
169642,0,0,0.003066,5.8,2013,Comedy
228355,0,0,0.02402,5.9,2013,Action
233863,0,0,0.023757,6.5,2013,Documentary
230158,0,0,0.112041,7.5,2013,Comedy
187628,0,0,0.02115,6.2,2013,Drama
159770,0,0,0.146962,6.2,2013,Drama
216790,0,0,0.01993,4.6,2013,Documentary
184149,0,0,0.019755,7.0,2013,Documentary
182127,0,37884,0.08041,6.0,2013,Action
225564,1400000,0,0.016326,5.0,2013,Comedy
158752,650,0,0.015951,4.1,2013,Horror
193524,0,729043,0.015722,6.0,2013,Documentary
173491,0,0,0.007821,6.7,2013,Documentary
225703,4500000,0,0.015247,4.1,2013,Comedy
124623,0,0,0.01351,6.9,2013,Documentary
213417,0,0,0.011298,6.6,2013,Comedy
190250,0,0,0.017565,6.1,2013,Science Fiction
203793,30000000,68129518,0.010335,5.5,2013,War
141058,0,0,0.010213,3.6,2013,Adventure
178850,0,0,0.00854,7.8,2013,Documentary
238749,0,0,0.035367,5.7,2013,TV Movie
194121,0,0,0.008078,4.4,2013,Horror
246308,0,0,0.005853,6.6,2013,Documentary
279954,500,0,0.004323,7.5,2013,Action
203217,0,0,0.040099,7.4,2013,Comedy
160220,348164,0,0.003611,5.8,2013,Documentary
228009,0,0,0.002838,7.2,2013,Comedy
224908,0,0,0.002719,4.9,2013,Horror
173455,0,137460,0.006115,7.4,2013,Documentary
203351,0,0,0.002648,2.2,2013,Action
376823,0,0,0.002647,7.8,2013,Documentary
231401,0,0,0.002165,5.6,2013,Drama
174323,0,0,0.00062,6.1,2013,Comedy
