id,budget,revenue,popularity,vote_average,release_year,production_companies
1581,85000000,194168700,2.606305,6.7,2006,Columbia Pictures
1124,40000000,109676311,2.582095,7.8,2006,Touchstone Pictures
1593,110000000,574480841,2.313345,6.2,2006,Ingenious Film Partners
1164,25000000,135330182,2.160936,6.7,2006,Paramount Vantage
9693,76000000,69959751,2.108369,7.3,2006,Universal Pictures
8275,0,0,2.03408,5.3,2006,Rogue Pictures
1452,270000000,391081192,1.957331,5.3,2006,DC Comics
496,18000000,261572744,1.930735,6.4,2006,Twentieth Century Fox Film Corporation
9339,82500000,237681299,1.888746,5.9,2006,Original Film
10010,0,0,1.852503,6.4,2006,Walt Disney Pictures
9767,52000000,204999686,1.76935,5.5,2006,Universal Pictures
388,45000000,184376254,1.747256,7.2,2006,Imagine Entertainment
7518,80000000,155019340,1.615244,6.2,2006,Pacific Data Images (PDI)
1427,50000000,132180323,1.6128,7.0,2006,Davis-Films
1372,100000000,170877916,1.60314,7.2,2006,Bedford Falls Productions
7457,0,15309302,1.56812,6.5,2006,A-Mark Entertainment
1948,12000000,42931041,1.526073,6.5,2006,Lions Gate Films
186,27000000,56308881,1.520387,7.3,2006,The Weinstein Company
9036,40000000,120455994,1.51114,6.6,2006,Walt Disney Pictures
9286,25000000,117719158,1.498538,5.8,2006,New Line Cinema
588,50000000,97607453,1.498352,6.3,2006,Silent Hill DCP Inc.
9655,20000000,33889159,1.470711,6.3,2006,DreamWorks SKG
1381,35000000,15304890,1.432839,6.7,2006,Regency Enterprises
9836,100000000,384335608,1.411147,5.8,2006,Village Roadshow Pictures
1246,24000000,155721132,1.409773,6.4,2006,Columbia Pictures
10032,0,6086508,1.401105,5.1,2006,Metro-Goldwyn-Mayer (MGM)
11619,149000000,64459316,1.390297,6.0,2006,Aardman Animations
9904,80000000,37384046,1.363623,5.2,2006,Walt Disney Pictures
7551,75000000,180557550,1.35007,6.5,2006,Jerry Bruckheimer Films
2486,100000000,249288105,1.296272,4.8,2006,Ingenious Film Partners
2044,40000000,114830111,1.259442,6.3,2006,Village Roadshow Pictures
4257,45000000,178262620,1.241836,5.3,2006,Dimension Films
9297,75000000,140175006,1.235478,6.3,2006,Columbia Pictures
10947,4200000,0,1.223392,6.0,2006,Disney Channel
6877,50000000,88715192,1.223177,5.6,2006,Paramount Pictures
1579,40000000,120175290,1.21726,7.1,2006,Icon Productions
9906,50000000,55181129,1.211868,5.5,2006,Warner Bros. Pictures
9792,15000000,69623713,1.20839,6.0,2006,Dune Entertainment
9513,0,141702264,1.207359,5.2,2006,Twentieth Century Fox Film Corporation
10025,28000000,38159905,1.194602,5.7,2006,Regency Enterprises
1247,85000000,59908565,1.18228,5.9,2006,Universal Pictures
9920,30000000,31070211,1.1334,5.0,2006,Screen Gems
7985,15000000,0,1.117768,6.4,2006,Tatira-Hiller Productions
82,135000000,163794509,1.114239,5.7,2006,Universal Pictures
9293,18000000,41009669,1.110072,6.0,2006,Twentieth Century Fox Film Corporation
9044,31000000,28000000,1.109411,6.2,2006,Twentieth Century Fox Film Corporation
3683,90000000,65900249,1.103135,6.7,2006,DreamWorks SKG
1378,2000000,5179037,1.102933,6.5,2006,Fortissimo Films
4351,21000000,0,1.099328,6.1,2006,Mosaic Media Group
9975,50000000,69834815,1.057194,5.8,2006,Imagine Entertainment
9708,40000000,38755073,1.038954,4.0,2006,Saturn Films
7516,17000000,57103895,1.027989,6.3,2006,Universal Pictures
15163,0,0,1.01535,6.7,2006,Ingenious Film Partners
9530,50000000,87528173,0.987722,5.7,2006,Columbia Pictures
9918,0,42647449,0.978149,7.1,2006,Walt Disney Pictures
11170,65000000,43545364,0.969469,6.5,2006,Legendary Pictures
1491,40000000,86915017,0.965931,7.0,2006,Michael London Productions
12096,0,0,0.956715,5.6,2006,Columbia Pictures
9988,17500000,19179969,0.941481,5.8,2006,Broken Lizard Industries
1441,25000000,5549200,0.92958,5.4,2006,Nu Image Entertainment
1717,55000000,9450897,0.928134,5.4,2006,Columbia Pictures Corporation
9035,15500000,0,0.921035,6.1,2006,Universal Pictures
11565,40000000,138259062,0.920528,5.6,2006,Twentieth Century Fox Film Corporation
3093,70000000,38629478,0.916551,4.5,2006,Intermedia Films
2295,5000000,26888376,0.913299,6.9,2006,The Weinstein Company
9718,72500000,162966177,0.912871,6.2,2006,Columbia Pictures
15255,0,0,0.912863,7.1,2006,Millennium Films
1402,55000000,307077295,0.890909,7.5,2006,Columbia Pictures Corporation
1887,40000000,60474340,0.883222,6.5,2006,American Zoetrope
9959,37665000,14655628,0.87563,5.3,2006,Scott Rudin Productions
9969,0,47231070,0.866667,5.1,2006,20th Century Fox
14784,0,3669465,0.854533,7.7,2006,Roadside Attractions
1523,6000000,48027970,0.850959,7.3,2006,Fox Searchlight Pictures
214,10000000,163876815,0.849096,6.0,2006,Lions Gate Films
7512,30000000,495303,0.848086,6.1,2006,Twentieth Century Fox Film Corporation
9353,32000000,80197993,0.840205,5.5,2006,Paramount Pictures
9676,50000000,49111202,0.838431,5.8,2006,Universal Pictures
503,160000000,181674817,0.826011,5.3,2006,Virtual Studios
9310,17000000,7314027,0.793804,4.6,2006,Universal Pictures
14620,0,0,0.793059,4.4,2006,New Line Cinema
14611,0,7900000,0.79178,6.3,2006,Marvel Studios
18615,16800000,2281089,0.788266,6.3,2006,River Road Entertainment
1819,54000000,130431368,0.780687,5.3,2006,Universal Pictures
773,8000000,100523181,0.778589,7.3,2006,Fox Searchlight Pictures
9072,64000000,101595121,0.773044,5.6,2006,Revolution Studios
9948,24000000,0,0.76252,5.6,2006,Walt Disney Pictures
21316,0,0,0.751428,6.6,2006,Walt Disney Television Animation
2447,35000000,0,0.750786,6.5,2006,New Line Cinema
9794,12000000,38368909,0.743703,5.4,2006,Lionsgate
806,25000000,119188334,0.727752,5.2,2006,Twentieth Century Fox Film Corporation
1251,19000000,68673228,0.723825,6.9,2006,DreamWorks SKG
19595,0,0,0.720101,4.9,2006,Silver Nitrate Films
3509,8500000,5480996,0.715451,6.7,2006,Thousand Words
1262,30000000,53653224,0.713697,6.9,2006,Mandate Pictures
1852,63000000,162945894,0.711674,5.9,2006,Paramount Pictures
13767,0,84500122,0.709677,5.1,2006,Walt Disney Pictures
9726,35000000,42064105,0.70435,6.4,2006,Fox 2000 Pictures
9592,1200000,0,0.704242,5.0,2006,Peter Rommel Productions
14202,19400000,0,0.703833,6.9,2006,Emotion Pictures
313,12000000,1381665,0.702198,7.4,2006,Revolution Films
37725,15500000,7385434,0.701814,6.2,2006,Prospero Pictures
10073,20000000,48548426,0.698297,3.9,2006,Regency Enterprises
9788,23000000,38505009,0.692543,6.1,2006,Universal Pictures
9900,0,6538177,0.689946,6.6,2006,Happy Madison Productions
7484,85000000,197309027,0.685491,6.1,2006,Sony Pictures Animation
25676,0,0,0.682902,6.4,2006,Emperor Motion Pictures
9907,51000000,72779000,0.674705,5.3,2006,Paramount Pictures
9828,3700000,3338228,0.67078,6.4,2006,Rick Lashbrook Films
10741,0,0,0.654178,5.8,2006,The Weinstein Company
1125,70000000,154937680,0.6477,6.5,2006,Paramount Pictures
326,33000000,62022014,0.646745,5.2,2006,New Line Cinema
4441,0,2077763,0.642848,6.9,2006,Film Finance Group
8998,6500000,13368437,0.641047,5.0,2006,Sony Pictures
12094,11000000,72778712,0.638444,6.4,2006,Paramount Pictures
4643,70000000,55011732,0.632875,7.0,2006,Contrafilm
10063,0,1675484,0.632401,4.9,2006,ApolloProMovie
4723,17000000,374743,0.631574,4.9,2006,Universal Pictures
9615,85000000,158468292,0.62873,6.1,2006,Universal Pictures
11652,0,57806952,0.621317,6.5,2006,Walt Disney Pictures
13967,30000000,35078241,0.620633,6.2,2006,BBC Films
9682,38000000,29907685,0.614854,5.1,2006,Dimension Films
13205,0,0,0.609691,5.9,2006,Walt Disney Pictures
7874,15000000,10903846,0.609408,6.3,2006,Paramount Classics
11515,50000000,9448082,0.606808,6.7,2006,Kanzaman
17700,0,0,0.60407,5.7,2006,IMAX
10115,0,0,0.60214,6.0,2006,Spyglass Entertainment
9903,25000000,11772461,0.589842,6.5,2006,Miramax Films
8975,20000000,22165608,0.582876,5.0,2006,Twentieth Century Fox Film Corporation
8997,0,0,0.575781,5.1,2006,Destination Films
11908,0,0,0.574533,5.3,2006,ArieScope Pictures
7510,12000000,6754898,0.569423,5.6,2006,TriStar Pictures
10067,50000000,61112916,0.56593,4.6,2006,Walt Disney Pictures
9978,40000000,23937870,0.564216,5.0,2006,Isle of Man Film
16781,6000000,57231524,0.552267,6.0,2006,Lions Gate Films
14171,12000000,0,0.546519,5.7,2006,North by Northwest Entertainment
9756,0,0,0.546313,5.9,2006,Filmax
1440,26000000,0,0.544793,6.3,2006,New Line Cinema
9957,0,0,0.53836,5.4,2006,Columbia Pictures
1123,0,4291965,0.537204,6.3,2006,Mirage Enterprises
9986,85000000,144,0.536631,6.0,2006,Paramount Pictures
12763,30000000,34742066,0.530814,6.4,2006,New Line Cinema
14113,35000000,12506188,0.529881,5.1,2006,Columbia Pictures
13934,0,0,0.523073,6.4,2006,Walt Disney Pictures
3602,0,0,0.520258,3.8,2006,Screen Gems
14191,12000000,23006849,0.514836,5.9,2006,Fox 2000 Pictures
9914,0,0,0.51175,4.6,2006,Castel Film Romania
9952,10000000,7177143,0.508401,6.6,2006,Metro-Goldwyn-Mayer (MGM)
1116,6500000,22889018,0.501431,6.5,2006,BIM Distribuzione
2207,55000000,65664721,0.496703,6.1,2006,Donners' Company
512,4000000,31584901,0.489898,6.2,2006,BBC Films
14062,5000000,0,0.488265,5.2,2006,Media Talent Group
17379,45000000,38399961,0.4819,6.4,2006,Paramount Pictures
7511,20000000,0,0.479749,5.5,2006,Lakeshore Entertainment
1259,15000000,49469904,0.467297,6.3,2006,Fox Searchlight Pictures
9829,15000000,76286096,0.463155,6.6,2006,Universal Pictures
13185,994000,165000,0.461865,6.5,2006,Cipher Films
9053,21000000,480314,0.458112,4.9,2006,Impact Pictures
15363,0,11400000,0.45297,6.2,2006,Gramercy Pictures
1165,15000000,123384128,0.451217,6.6,2006,BIM Distribuzione
5820,60000000,77920346,0.441629,5.6,2006,Twentieth Century Fox Film Corporation
9784,0,0,0.440529,4.8,2006,Media 8 Entertainment
182,32000000,5914908,0.437529,5.8,2006,Warner Bros.
9664,60000000,17800000,0.435451,6.1,2006,Ingenious Film Partners
13060,0,0,0.434986,7.7,2006,Pixar Animation Studios
4474,0,60896147,0.434505,4.9,2006,20th Century Fox
7304,15000000,9500000,0.433874,6.8,2006,International Production Company
46247,0,0,0.430182,7.4,2006,Blue Sky Studios
1253,0,8974829,0.428237,6.5,2006,Miramax Films
61717,6000000,0,0.425339,5.4,2006,Disney Channel
1252,0,0,0.412369,5.9,2006,Millennium Films
8588,0,0,0.406639,6.5,2006,BBC Films
13668,25000000,16158487,0.405681,6.0,2006,Columbia Pictures Corporation
1975,20000000,39143839,0.405342,5.3,2006,Columbia Pictures Corporation
10781,16000000,0,0.402934,5.7,2006,New Line Cinema
15714,0,0,0.395831,6.6,2006,Australian Film Finance Corporation (AFFC)
14458,8000000,0,0.389669,4.7,2006,Rogue Pictures
5072,0,0,0.389212,6.3,2006,Qwerty Films
19167,0,0,0.388624,5.1,2006,Castel Film Romania
12225,0,2294291,0.386756,6.7,2006,Left Turn Films
13197,8000000,143451,0.384988,6.0,2006,Thinkfilm
1590,11000000,0,0.381198,5.9,2006,Sidney Kimmel Entertainment
9754,45000000,82800000,0.3804,5.4,2006,Village Roadshow Pictures
13249,18000000,1196307,0.463068,5.8,2006,Icon Productions
2357,0,580527,0.375934,6.8,2006,Revelations Entertainment
14624,0,0,0.374486,6.8,2006,The Ultimate Gift LLC
38580,0,0,0.371028,6.5,2006,Walt Disney
15213,0,16627188,0.370019,5.6,2006,Twentieth Century Fox Film Corporation
13075,2000000,622806,0.367893,6.5,2006,Red Envelope Entertainment
13495,24000000,23321954,0.500077,5.7,2006,Twentieth Century Fox Film Corporation
2179,22000000,13405595,0.877191,6.2,2006,Red Hour Films
1249,0,16803753,0.361949,6.1,2006,Focus Features
14609,0,6700000,0.361911,6.4,2006,Marvel Animation
9782,0,0,0.360617,4.7,2006,Miramax Films
9895,20000000,41237648,0.360145,5.4,2006,Universal Pictures
19100,0,0,0.358059,7.1,2006,M6 Films
9954,20000000,37597471,0.357462,5.2,2006,"Screen Gems, Inc."
16774,0,0,0.357119,5.5,2006,IDT Entertainment
10005,0,0,0.355816,4.7,2006,Twentieth Century Fox Film Corporation
14542,0,0,0.310895,6.4,2006,Levity Productions
9950,0,0,0.35187,6.3,2006,Yari Film Group
9841,0,0,0.350497,5.0,2006,Warner Home Video
24180,0,0,0.345569,4.9,2006,Babe Films
8436,0,0,0.34202,6.5,2006,Diaphana Films
5393,0,0,0.340571,4.4,2006,Vanguard Films
14474,5000000,0,0.339084,5.6,2006,Cold Iron Pictures
9761,150000,0,0.338476,6.0,2006,Blender Foundation
10053,15000000,66966987,0.337268,5.4,2006,Davis Entertainment
9672,13000000,1151330,0.330582,5.5,2006,Killer Films
12795,500000,745327,0.325485,5.1,2006,TLA Releasing
6641,0,0,0.445936,5.7,2006,Ruby Films
14194,11000000,46396427,0.320908,6.5,2006,Yash Raj Films
9656,9000000,21510851,0.312729,5.3,2006,Dimension Films
5172,13000000,11130889,0.312609,6.2,2006,Polish Brothers Construction
10886,8000000,0,0.310063,7.5,2006,Manigolda Film
8324,0,0,0.309824,5.7,2006,BBC Films
14453,0,0,0.308248,4.9,2006,AnimagicNet A/S
37924,0,0,0.30746,6.4,2006,BBC
10288,8000000,426224,0.307279,6.7,2006,Lions Gate Films
13960,20000000,21170563,0.303574,5.3,2006,Warner Bros.
7859,700000,0,0.490229,6.2,2006,Thinkfilm
12526,4000000,8059140,0.300525,5.6,2006,Lions Gate Films
9697,75000000,42285169,0.298124,5.2,2006,Legendary Pictures
13689,0,0,0.294825,7.3,2006,Universal
19344,900000,0,0.292225,6.6,2006,Big Easy Pictures
24624,15000000,0,0.288752,4.4,2006,Castel Film Romania
10118,0,11449638,0.287483,4.8,2006,Metro-Goldwyn-Mayer (MGM)
14823,0,0,0.224856,6.0,2006,Steel Mill Pictures
9766,30000000,41480851,0.282881,6.5,2006,Columbia Pictures
9786,0,0,0.28091,6.3,2006,Sony Pictures Classics
3603,0,4946225,0.440741,5.5,2006,New Zealand Film Commission
10085,0,0,0.276246,5.2,2006,Asgaard Entertainment
2168,850000,0,0.27622,7.2,2006,Kojo Pictures
13198,0,0,0.275745,6.4,2006,No Matter Pictures
18858,0,0,0.462229,5.6,2006,Film Victoria
15077,0,0,0.27504,7.0,2006,China Star Entertainment
10094,0,0,0.27403,5.1,2006,WT2 Productions
1967,0,0,0.227243,5.2,2006,Paramount Pictures
17287,0,0,0.152191,5.1,2006,Troma Entertainment
18870,7000000,0,0.171168,3.4,2006,Kanzaman S.A.
18925,100000,10178331,0.206454,6.8,2006,Destination Films
21427,0,29326868,0.269354,6.1,2006,Gaumont
13171,0,3091922,0.268801,5.0,2006,The Weinstein Company
24801,0,0,0.267231,5.1,2006,Just Singer Entertainment
38163,0,0,0.267119,6.2,2006,Burnside Entertainment
10007,8000000,0,0.266131,4.7,2006,Lions Gate Films
11910,9364800,0,0.260556,6.9,2006,The Mob
134777,0,0,0.265388,7.2,2006,Lions Gate
8618,4000000,13401952,0.326984,5.6,2006,DNA Films
14055,0,210128,0.257326,6.7,2006,BBC Films
16727,12000000,20138836,0.254596,7.0,2006,Fox Searchlight Pictures
1781,1000000,46243000,0.251388,6.5,2006,Lawrence Bender Productions
9809,4000000,4630045,0.249949,5.4,2006,Universal Pictures
1730,0,849055,0.247029,6.8,2006,Asymmetrical Productions
11494,0,0,0.24669,6.1,2006,Ecosse Films
9773,0,0,0.245865,5.5,2006,Qwerty Films
26655,5000000,0,0.241377,3.8,2006,Twentieth Century Fox Home Entertainment
14930,0,0,0.238131,5.4,2006,Gordonstreet Pictures
13754,0,0,0.238102,7.5,2006,Aniplex
14761,0,163000,0.237683,7.1,2006,Rakontur
34204,0,0,0.235116,5.2,2006,Disney Channel
11798,2380000,8176544,0.225633,7.1,2006,EM Media
14938,0,0,0.220049,5.3,2006,Summit Entertainment
14872,3000000,0,0.218722,5.8,2006,Brookwell-McNamara Entertainment
7861,0,0,0.218201,6.1,2006,ShadowCatcher Entertainment
15495,0,0,0.21735,4.9,2006,San Francisco Independent Cinema
9842,20000000,17807569,0.533966,5.5,2006,Dimension Films
8194,0,516139,0.210808,6.7,2006,Original Media
13275,26000000,17496992,0.209369,5.8,2006,Touchstone Pictures
2016,14500000,22963701,0.20754,6.7,2006,Tessalit Productions
13162,0,834457,0.207312,6.3,2006,Catfish Productions
31047,0,0,0.223542,6.3,2006,Brandman Productions
13728,0,0,0.201755,5.9,2006,France 2 Cin¨¦ma
13364,0,201275,0.200935,7.2,2006,Disarming Films
6948,0,0,0.200709,5.3,2006,United Artists
17,0,0,0.546134,5.2,2006,Constantin Film
14518,2300000,0,0.194447,6.7,2006,Se-ma-for Studios
10069,9000000,27105095,0.189838,5.3,2006,Spyglass Entertainment
16276,0,0,0.188658,5.8,2006,Les Films Manuel Munz
10093,15000000,11992014,0.188603,5.2,2006,Rogue Pictures
10854,0,0,0.187887,4.5,2006,After Dark Films
14064,2000000,300000,0.187319,5.9,2006,Fandango
9526,0,0,0.178655,6.2,2006,River Road Entertainment
27614,0,0,0.100944,4.2,2006,Same Player
18437,0,0,0.170775,5.0,2006,Blumhouse Productions
50787,0,0,0.169583,6.8,2006,thinkfilm
7872,0,0,0.066302,6.3,2006,Screen West Midlands
57784,0,0,0.162112,7.7,2006,Destination Films
36668,210000000,234360014,0.157586,6.2,2006,20th Century Fox
9924,0,0,0.156931,4.7,2006,Castel Films
13551,0,0,0.155301,6.5,2006,Lakeshore Entertainment
15590,0,0,0.150038,4.8,2006,Capital Arts Entertainment
13650,0,0,0.14645,6.1,2006,Peace Arch Entertainment Group
13508,1000000,1678874,0.145707,6.6,2006,Electric Entertainment
9727,5000000,0,0.47151,4.8,2006,Nu Image Films
20683,0,0,0.139485,6.8,2006,Directions Inc.
9847,0,0,0.136505,4.7,2006,Coquette Productions
13751,8000000,18948425,0.133041,6.6,2006,Lions Gate Films
9796,10000000,0,0.412468,5.2,2006,2929 Productions
15534,0,0,0.130307,6.6,2006,Sidney Kimmel Entertainment
19312,3500000,0,0.1294,2.8,2006,nu image films
10177,500000,0,0.23094,5.8,2006,Falcon Media Limited
12271,7000000,0,0.118678,6.2,2006,The Weinstein Company
8421,0,0,0.142518,5.5,2006,Anna Lena Films
14845,0,0,0.11511,5.5,2006,Yari Film Group
19323,0,0,0.113479,5.4,2006,DC Comics
15314,0,0,0.113193,5.6,2006,Bold Films
16237,0,0,0.112694,6.9,2006,DC Comics
7839,0,0,0.111308,5.6,2006,Warner Bros. Pictures
15667,0,0,0.108669,5.9,2006,Glass Eye Pix
16070,0,302179,0.108272,6.9,2006,British Broadcasting Corporation (BBC)
24970,0,0,0.21201,8.7,2006,SMV Enterprises
43960,0,0,0.100404,5.7,2006,Nickelodeon Movies
9917,0,21353303,0.0979,6.9,2006,RSVP Productions
9958,5000000,3833507,0.096955,6.3,2006,Alliance Films
19213,8300000,0,0.095207,2.8,2006,Paris Hilton Entertainment
21847,0,0,0.0948,4.6,2006,Hallmark Entertainment
18276,0,0,0.08987,5.4,2006,The Kennedy/Marshall Company
37609,0,0,0.092151,5.1,2006,Disney Channel
30347,0,0,0.086284,6.5,2006,Brandman Productions
26518,300000,0,0.084514,6.4,2006,Film Science
16083,8000000,382267,0.08424,6.6,2006,Yari Film Group
12586,0,0,0.155835,6.8,2006,Mpower Pictures
14799,12000000,5542025,0.078983,5.4,2006,Shangri-La Entertainment
51851,0,0,0.05682,6.0,2006,Moby Dick Films
14137,0,0,0.077689,4.9,2006,Identity Films
12713,0,0,0.009332,5.8,2006,Angoa-Agicoa
13569,0,0,0.105452,5.4,2006,MovieRoom Productions
13209,2500,0,0.072625,6.5,2006,Jafar Panahi Film Productions
13713,0,0,0.071872,5.6,2006,Fid¨¦lit¨¦ Productions
4641,0,0,0.286076,4.9,2006,Salty Pictures
9695,0,0,0.049226,4.3,2006,Quantum Entertainment
13484,79000,245000,0.139931,5.3,2006,Gary Sanchez Productions
1596,0,0,0.043165,5.2,2006,Pariah Entertainment Group
13856,1000000,7202,0.040915,6.5,2006,Rival Pictures
15543,0,0,0.038328,4.8,2006,Brandes Films International
11211,0,0,0.017824,5.7,2006,Universal Studios Home Entertainment
13816,0,0,0.03626,5.5,2006,Atlas Entertainment
121506,0,0,0.073737,7.0,2006,Blinky Productions
10004,0,0,0.021863,5.2,2006,Buena Vista
286,0,0,0.013578,7.3,2006,Little Shark Entertainment GmbH
24115,0,13022756,0.153217,5.7,2006,New Line Cinema
20605,2700000,0,0.005412,6.9,2006,Weyunaegang Productions
15412,0,0,0.001115,6.8,2006,UTV Motion Pictures
673,130000000,789804554,5.827781,7.4,2004,1492 Pictures
393,30000000,152159461,4.535598,7.5,2004,Miramax Films
9801,50000000,40203020,3.990488,6.0,2004,Miramax Films
38,20000000,72258126,3.863377,7.8,2004,Anonymous Content
11036,29000000,115603229,3.425628,7.5,2004,New Line Cinema
9806,92000000,631442092,3.339406,7.2,2004,Walt Disney Pictures
2502,75000000,288500217,3.196643,7.1,2004,Universal Pictures
652,175000000,497409852,3.177517,6.8,2004,Plan B Entertainment
2059,100000000,347451894,2.906282,6.4,2004,Walt Disney Pictures
2048,120000000,347234916,2.791375,6.6,2004,Twentieth Century Fox Film Corporation
1824,75000000,196482882,2.668692,6.5,2004,Columbia Pictures Corporation
10625,17000000,129042871,2.629934,6.8,2004,Paramount Pictures
7131,160000000,300257475,2.499507,5.9,2004,Universal Pictures
1487,66000000,99318987,2.361367,6.4,2004,Revolution Studios
5255,165000000,305875730,2.241935,6.4,2004,Castle Rock Entertainment
809,150000000,919838758,2.191033,6.5,2004,DreamWorks SKG
1954,13000000,96060858,2.186534,7.1,2004,New Line Cinema
1577,45000000,129394835,2.17643,6.1,2004,Impact Pictures
163,110000000,362744280,2.175284,6.4,2004,Village Roadshow Pictures
693,80000000,516642939,2.041955,6.1,2004,DreamWorks SKG
435,125000000,544272402,2.022895,6.1,2004,Lions Gate Films
2567,116000000,102000000,1.911206,6.7,2004,Appian Way
1538,65000000,217764291,1.83193,6.7,2004,Paramount Pictures
747,4000000,30039392,1.823597,7.4,2004,Universal Pictures
36648,65000000,128905366,1.792138,5.7,2004,New Line Cinema
10304,7000000,0,1.702547,3.9,2004,Startroop Pictures Inc.
594,60000000,219417255,1.682492,7.0,2004,DreamWorks SKG
11774,140000000,209073645,1.665648,6.5,2004,Paramount Pictures
70,30000000,216763646,1.648554,7.6,2004,Lakeshore Entertainment
8920,50000000,200804534,1.648211,5.2,2004,Twentieth Century Fox Film Corporation
11430,0,0,1.617857,6.2,2004,Walt Disney Television Animation
10555,75000000,367275019,1.615629,5.8,2004,DreamWorks SKG
5137,70000000,57958696,1.590381,5.7,2004,Paramount Pictures
12242,0,0,1.557067,5.9,2004,Walt Disney Pictures
11836,30000000,140161792,1.556897,6.6,2004,Paramount Pictures
9711,0,0,1.553429,4.7,2004,FGM Entertainment
1640,6500000,98410061,1.539729,7.1,2004,Blackfriars Bridge Films
8699,26000000,90574188,1.527154,6.7,2004,Apatow Productions
10096,37000000,96455697,1.497252,6.1,2004,Columbia Pictures
14442,31000000,27388767,1.473411,5.7,2004,Miramax Films
10591,25000000,30411183,1.441361,6.2,2004,Regency Enterprises
11024,0,181466833,1.433373,5.2,2004,Mosaic Media Group
866,25000000,116766556,1.428313,7.1,2004,Miramax Films
11247,19000000,70067909,1.408588,5.9,2004,Gaylord Films
395,70000000,171183863,1.348704,5.5,2004,Impact Pictures
9472,20000000,167722310,1.338131,6.2,2004,Twentieth Century Fox Film Corporation
10045,12000000,9584131,1.327137,6.5,2004,Canal Plus
1966,155000000,167298192,1.319068,5.6,2004,France 3 Cin¨¦ma
11282,9000000,23936908,1.318761,6.4,2004,New Line Cinema
176,1200000,103911669,1.309753,7.1,2004,Twisted Pictures
558,200000000,783766341,1.304553,6.4,2004,Laura Ziskin Productions
9352,25000000,20796847,1.279087,6.4,2004,DreamWorks SKG
9509,70000000,130293714,1.277711,7.3,2004,Regency Enterprises
5966,42000000,171963386,1.23067,5.7,2004,Universal Pictures
2288,27000000,115505027,1.208837,6.6,2004,Columbia Pictures
7220,33000000,54700105,1.131654,6.0,2004,Lions Gate Films
314,100000000,82102379,1.129322,4.3,2004,Village Roadshow Pictures
13673,60000000,0,1.12564,5.3,2004,Columbia Pictures
27,1000000,332323,1.1173,5.2,2004,Revolution Films
924,28000000,102356381,1.107167,6.7,2004,New Amsterdam Entertainment
9477,120000000,203567857,1.06218,6.1,2004,Jerry Bruckheimer Films
2789,105000000,115772733,1.052176,6.2,2004,Universal Pictures
2539,80000000,55041367,1.042281,5.6,2004,Gracie Films
1586,40000000,92913171,1.03943,6.3,2004,Columbia Pictures Corporation
4836,6500000,11850214,1.035728,7.0,2004,Sony Pictures Classics
10589,60000000,61347797,0.986444,6.0,2004,New Line Cinema
14623,57000000,28283637,0.976399,4.4,2004,Studio Canal
11130,40000000,95149435,0.961847,5.9,2004,Walt Disney Pictures
10733,145000000,25819961,0.94856,5.9,2004,Imagine Entertainment
80,2700000,15992615,0.939705,7.5,2004,Castle Rock Entertainment
1970,10000000,183474602,0.935831,5.8,2004,Ghost House Pictures
9759,25000000,56422687,0.935483,6.0,2004,New Line Cinema
14462,80000000,96105964,0.927088,6.1,2004,Paramount Pictures
4553,5000000,8203235,0.925121,7.2,2004,Filmax Entertainment
11249,12000000,24829644,0.924363,4.9,2004,Rogue Pictures
11045,25000000,36609966,0.922087,5.0,2004,Twentieth Century Fox Film Corporation
8849,60000000,13395939,0.898601,5.4,2004,Paramount Pictures
14247,0,0,0.893922,5.3,2004,Destination Films
4380,50000000,170128460,0.87766,5.8,2004,Miramax Films
9541,35000000,36098382,0.874938,5.7,2004,Miramax Films
9890,90000000,102000000,0.8676,5.4,2004,Paramount Pictures
14337,7000,424760,0.856329,6.9,2004,Thinkfilm
11633,10000000,1461989,0.845493,6.7,2004,Toho Company
13700,110000000,103951461,0.837906,5.8,2004,Walt Disney Pictures
2023,100000000,108103450,0.815044,6.3,2004,Casey Silver Productions
1599,22000000,0,0.809063,6.3,2004,Fox Searchlight Pictures
1777,6000000,119114517,0.80542,6.6,2004,BIM Distribuzione
13476,17000000,16980098,0.804481,5.3,2004,DreamWorks SKG
12153,37000000,113086475,0.802577,6.4,2004,Columbia Pictures
205,17500000,38000000,0.787185,7.2,2004,Lions Gate Films
10367,2800000,0,0.781151,5.4,2004,Mandalay Pictures
11358,56000000,57223890,0.779837,6.0,2004,Metro-Goldwyn-Mayer (MGM)
13572,50000000,25195000,0.76787,5.7,2004,Paramount Pictures
21385,0,0,0.763058,6.3,2004,Walt Disney Pictures
83,130000,54667954,0.762134,5.3,2004,Plunge Pictures LLC
2841,47000000,0,0.756105,6.9,2004,2003 Productions
3989,32000000,50907422,0.73712,6.5,2004,Paramount Pictures
10891,5000000,0,0.730097,5.5,2004,Stampede Entertainment
13378,0,0,0.722796,7.2,2004,Walt Disney Pictures
11025,0,0,0.71676,5.4,2004,Warner Bros. Pictures
5552,24665810,0,0.715262,6.1,2004,Sofica Valor 6
9805,0,0,0.712887,6.3,2004,herbX film GmbH
9675,16000000,109502303,0.702632,6.6,2004,Fox Searchlight Pictures
10762,19000000,69631118,0.696312,5.2,2004,Paramount Pictures
9384,60000000,170268750,0.679997,5.5,2004,Weed Road Pictures
16791,0,0,0.679386,5.4,2004,Capitol Films
11132,15000000,29331068,0.678708,5.1,2004,Walt Disney Pictures
